Anon. ID,Age,Gender,Home Region,Home Post Code,Work Region,Work Post Code,Country of Residence,Nationality,Personal Earnings,Household Earnings,Education Level,Relationship Status,Employment Status,Employment Type,Employment Sector,Professional Experience,Parental Status,Home Owner/Renter,Adults in Household,Children in Household,Age and Gender of Child,Role in Household,Pets,Q1_R1,Q1_R2,Q1_R3,Q1_R4,Q1_R5,Q1_R6,Q1_R7,Q2_R1,Q2_R2,Q2_R3,Q2_R4,Q2_R5,Q2_R6,Q2_R7,Q2_R8,Q2_R9_None,Q3_R1,Q3_R2,Q3_R3,Q3_R4,Q3_R5,Q3_R6,Q3_R7,Q3_R8,Q4_R1,Q4_R2,Q4_R3,Q4_R4,Q4_R5,Q4_R6,Q5_R1,Q5_R2,Q5_R3,Q5_R4,Q5_R5,Q5_R6,Q6_R1,Q6_R2,Q6_R3,Q6_R4,Q6_R5,Q6_R6,Q7_R1,Q7_R2,Q7_R3,Q7_R4,Q7_R5,Q7_R6,Q8_R1,Q8_R2,Q8_R3,Q8_R4,Q8_R5,Q8_R6,Q9_R1,Q9_R2,Q9_R3,Q9_R4,Q9_R5,Q9_R6,Q10_R1,Q10_R2,Q10_R3,Q10_R4,Q10_R5,Q10_R6,Q11_R1,Q11_R2,Q11_R3,Q11_R4,Q11_R5,Q11_R6,Q12_R1,Q12_R2,Q12_R3,Q12_R4,Q12_R5,Q12_R6,Q13_R1,Q13_R2,Q13_R3,Q13_R4,Q13_R5,Q13_R6,Q14_R1,Q14_R2,Q14_R3,Q14_R4,Q14_R5,Q14_R6,Q14_R7_None,Q15_R1,Q15_R2,Q15_R3,Q15_R4,Q15_R5,Q15_R6
48168,25,Female,South East,ME4,South East,N/A,,United Kingdom,"£45,000 to £49,999","£45,000 to £49,999",Undergraduate Degree: 3 years,Married,Self-employed/business owner,Employed full-time,Advertising,"C-Level (e.g. CEO, CFO), Owner, Partner, President",1+ children under 18,Owned House,2,,Boy under age 1,"Cooking, Cleaning, Laundry, Finances, Healthcare, Childcare","Cat(s), Dog(s)",,,,I frequently ask others to analyse data for me,,,,,,,"Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,,"less than 10,000MB (=10GB) in size",,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,,,,I would like to have,,,
97320,18,Female,East Midlands,,East Midlands,,,,,,A Levels,,Employed as employee,,,Assistant or Associate,No children/Not pregnant,Living with Parents,,,None,,,I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,I don't want this,,,,,,,,I don't know what this is
39977,22,Male,West Midlands,B77,West Midlands,,,United Kingdom,"Less than £15,000","£25,000 to £29,999",O Levels or GCSEs,"Single, never married",Employed as employee,Employed full-time,Retail/Wholesale trade,Intern,No children/Not pregnant,Living with Parents,4,,None,"Cooking, Finances",Dog(s),I never interact with graphs and tables of numbers,,,,,,,,,,,,,,Building software and analytical products,,,less than 10MB in size,,,,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I would like to have,,,
97323,50,Male,South East,,,,,,,"£85,000 to £99,999",Undergraduate Degree: 3 years,,,Employed full-time,,,,,,,,,,,,,,,I frequently analyse data for myself or others,,,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",Writing my own computer code to analyse data,,,,less than 10MB in size,,,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,I would like to have,,,
97325,46,Male,East Midlands,,,,,,,,A Levels,,,Retired,None,,,,,,None,,,I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
97324,63,Male,West Midlands,,,,,,,,Post Graduate: other/not PhD or MA,,,Retired,None,None,,,,,,,,,I occasionally read graphs and tables of numbers,,,,,,,,,,,,,,None,,,,,,,,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,I don't want this,,,I need and use infrequently,,,,,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,,I'm indifferent in having,,
97327,62,Female,North East,,,,,,,"£25,000 to £29,999",A Levels,Married,,Retired,None,Volunteer,,,,,,,,,,,,I occasionally analyse data for myself or others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,,I don't want this,
93231,48,Male,South East,,,,,,,"£15,000 to £19,999",O Levels or GCSEs,Married,,Employed part-time,Shipping/Distribution,Administrative (Clerical or Support Staff),1+ children under 18,,,,None,,Dog(s),,,,,I occasionally analyse data for myself or others,,,Understanding a table of numbers,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,,,,,I never use datasets,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,I'm indifferent in having,,
7215,48,Female,East of England,NR32,East of England,NR32,,"United Kingdom, Other","Less than £15,000","£15,000 to £19,999",Below O Level or GCSE,Married,Employed as employee,Employed full-time,Retail/Wholesale trade,None,1+ children over 18,Owned House,4,,None,"Cooking, Cleaning, Laundry, Finances, Healthcare","Cat(s), Small animals or rodents (hamsters, mice, rabbits, ferrets, etc.), Reptiles (turtles, snakes, lizards, etc.)",I never interact with graphs and tables of numbers,,,,,,,Understanding a table of numbers,,,,,,,,,,,,,,,,I never use datasets,,,,,I don't want this,,,,,,I don't want this,,,,,,,I don't know what this is,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,,I don't want this,
97326,64,Male,London,,,,,,,,Undergraduate Degree: 3 years,,,Employed part-time,,,,,,,,,,,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,Using pivot tables to analyse a dataset,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,,,,less than 10MB in size,,,,,,,,I need and use infrequently,,,,,,,,,I don't want this,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,,,I don't know what this is,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,,I don't want this,
97329,19,Male,London,,London,,,,,,,"Single, never married",Employed as employee,,Banking/Financial,Assistant or Associate,No children/Not pregnant,,,,None,,,,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,,,,,,,,,,less than 100MB in size,,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,I don't want this,,,,I would like to have,,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,,,I don't know what this is,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,,,,,I don't know what this is
97328,55,Male,Wales,,,,,,,"£15,000 to £19,999",,"Single, never married",,Employed part-time,,None,No children/Not pregnant,,,,,,,,,,,I occasionally analyse data for myself or others,,,,Interpreting graphs to spot trends,,,,,,,,,,,,,,,I never use datasets,,,I would like to have,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,I would like to have,,,
23602,49,Female,South East,KT17,South East,KT17,,United Kingdom,"£25,000 to £29,999","£20,000 to £24,999",O Levels or GCSEs,"Single, never married",Self-employed/business owner,Self-employed part-time,Healthcare,"C-Level (e.g. CEO, CFO), Owner, Partner, President",1+ children under 18,Owned House,2,,"Girl age 4, Male teen age 14, Female teen age 16","Cooking, Cleaning, Laundry, Finances, Healthcare, Childcare",Dog(s),,,I frequently read graphs and tables of numbers,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,,,,,,,,,less than 10MB in size,,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,,I don't want this,,,,I would like to have,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use frequently,,,,,
97331,50,Male,North West,,,,,,,"£20,000 to £24,999",Post Graduate: other/not PhD or MA,,,Self-employed full-time,Other,None,1+ children under 18,,,,"Male teen age 13, Male teen age 16, Female teen age 16",,I do not have any pets,,,,,,,There's nothing I can't do with data,,,,,,,,,None,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,I don't want this,,,,,,,I don't know what this is,,,,,I don't want this,,,,,,,,I don't know what this is
97330,62,Female,North West,,,,,,,"£45,000 to £49,999",O Levels or GCSEs,,,Employed full-time,Retail/Wholesale trade,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",1+ children over 18,Owned House,,,None,,Cat(s),I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
97335,51,Male,North West,,,,,,,"£40,000 to £44,999",A Levels equivalent,,,Full-time homemaker,None,None,1+ children over 18,,,,None,,I do not have any pets,I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
97334,60,Female,East Midlands,,,,,,,"£50,000 to £59,999",Undergraduate Degree: less than 2 years,,,Retired,Education,Administrative (Clerical or Support Staff),No children/Not pregnant,,,,None,,,I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,,I don't want this,
97339,61,Female,North East,,,,,,,"Less than £15,000",Below O Level or GCSE,,,Employed full-time,Retail/Wholesale trade,None,,,,,,,,I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
19516,59,Male,South East,,,,,,,"£45,000 to £49,999",Undergraduate Degree: 3 years,Domestic partnership/living with someone,,Employed full-time,Consulting,Consultant,No children/Not pregnant,,,,None,,,,,,,,,There's nothing I can't do with data,,,,,,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,,,,,,"less than 1,000MB (=1GB) in size",,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,I need and use infrequently,,,,
68669,33,Male,North West,,,,,,,"Less than £15,000",Undergraduate Degree: 3 years,,,Employed part-time,Retail/Wholesale trade,Assistant or Associate,1+ children under 18,,,,Boy age 10,,,,,,,,I frequently analyse data for myself or others,,,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,Using pivot tables to analyse a dataset,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,Building software and analytical products,,,,less than 100MB in size,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use frequently,,,,,
97340,47,Female,East of England,,East of England,,,,,,A Levels,,Self-employed/business owner,,Consulting,"C-Level (e.g. CEO, CFO), Owner, Partner, President","1+ children under 18, 1+ children over 18",,,,"Boy age 11, Male teen age 17",,,,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,,,,,,,,,,,,,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,,I would like to have,,,,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,,I would like to have,,,
3133,41,Female,East of England,,London,,,United Kingdom,"£20,000 to £24,999","£20,000 to £24,999",Undergraduate Degree: less than 2 years,Domestic partnership/living with someone,Employed as employee,Employed full-time,Government/Public Sector,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",No children/Not pregnant,Rented Flat,2,,None,"Cooking, Finances, Healthcare",Dog(s),,,,,,I frequently analyse data for myself or others,,,Interpreting graphs to spot trends,,"Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,less than 100MB in size,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,I need and use frequently,,,,,
97343,47,Female,South East,,,,,,,"£20,000 to £24,999",Undergraduate Degree: 4 or more years,Married,,Employed full-time,Education,None,1+ children under 18,Owned House,4,,Girl age 2,,Cat(s),I never interact with graphs and tables of numbers,,,,,,,,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,I don't want this,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,I would like to have,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
64575,26,Female,East Midlands,PE21,East Midlands,PE21,,United Kingdom,"£30,000 to £34,999","£30,000 to £34,999",O Levels or GCSEs,Domestic partnership/living with someone,Employed as employee,Employed full-time,Manufacturing,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",1+ children under 18,Owned House,2,,Girl under age 1,"Cooking, Cleaning, Laundry, Finances, Healthcare, Childcare",Cat(s),,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",Using pivot tables to analyse a dataset,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",Writing my own computer code to analyse data,Building software and analytical products,,,,,,,"less than 100,000MB (=100GB) in size",,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,I need and use infrequently,,,,
97342,49,Female,London,,,,,,,,,,,Self-employed full-time,,"C-Level (e.g. CEO, CFO), Owner, Partner, President",,,,,,,Dog(s),,,,I frequently ask others to analyse data for me,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
97345,46,Male,London,,,,,,,"Less than £15,000",Post Graduate: MA,Married,,Employed full-time,Communications/Information,"Director (Group Director, Sr. Director, Director)",Pregnant or expecting,,,,"Girl under age 1, Boy age 4, Boy age 7, Boy age 12",,I do not have any pets,,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,,,,,,,,,,less than 10MB in size,,,,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,,,,I don't know what this is,,,I need and use infrequently,,,,
97344,47,Female,North East,,,,,,,"£20,000 to £24,999",,"Separate, divorced or widowed",,Employed full-time,,Administrative (Clerical or Support Staff),No children/Not pregnant,,,,,,,I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,,I don't want this,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
7234,54,Female,South East,TW18,South East,TW18,,United Kingdom,"Less than £15,000","Less than £15,000",O Levels or GCSEs,Married,Homemaker,Employed full-time,Education,Assistant or Associate,1+ children over 18,Owned House,2,,Female teen age 17,"Cooking, Cleaning, Laundry, Finances, Healthcare",Dog(s),,,I frequently read graphs and tables of numbers,,,,,,,,,Using pivot tables to analyse a dataset,,,,,,,,,,"less than 100,000MB (=100GB) in size",,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,I would like to have,,,
76867,40,Male,London,NW5,London,NW1,,United Kingdom,"£20,000 to £24,999","£20,000 to £24,999",Undergraduate Degree: 3 years,"Single, never married",Employed as employee,Employed full-time,Banking/Financial,Administrative (Clerical or Support Staff),No children/Not pregnant,Rented Flat,1,,None,"Cooking, Cleaning, Laundry, Finances, Healthcare","Cat(s), Dog(s)",,,,I frequently ask others to analyse data for me,,,,,,,"Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,,"less than 10,000MB (=10GB) in size",,,,,,I would like to have,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,I don't want this,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use frequently,,,,,
64578,30,Male,London,,London,,,United Kingdom,"£25,000 to £29,999","£60,000 to £74,999",O Levels or GCSEs equivalent,"Single, never married",Employed as employee,Employed full-time,Real Estate/Property,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",1+ children under 18,Living with Parents,2,,Boy age 3,"Cooking, Cleaning, Laundry, Finances, Childcare",,,,,,I occasionally analyse data for myself or others,,,Understanding a table of numbers,,,,,,,,,,,less than 100MB in size,,,,,,,,I would like to have,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I would like to have,,,
97346,60,Female,South East,,,,,,,"Less than £15,000",,,,Temporarily unemployed,None,None,,,,,,,,I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
97349,57,Male,Wales,,,,,,,"£20,000 to £24,999",O Levels or GCSEs,,,Employed full-time,Manufacturing,,,,,,None,,,,I occasionally read graphs and tables of numbers,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I'm indifferent in having,,
97348,48,Female,North West,,,,,,,"Less than £15,000",O Levels or GCSEs,"Single, never married",,Employed full-time,,None,No children/Not pregnant,,,,,,,I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
23622,46,Male,East of England,SG12,London,SW1A,,United Kingdom,"£35,000 to £39,999","£35,000 to £39,999",O Levels or GCSEs equivalent,"Separate, divorced or widowed",Employed as employee,Inactive military/Veteran,Automotive,Administrative (Clerical or Support Staff),1+ children under 18,Owned House,2,,Girl age 1,,Bird(s),,I occasionally read graphs and tables of numbers,,,,,,,,,,,,Writing my own computer code to analyse data,,,,,less than 100MB in size,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,,I would like to have,,,
64582,25,Female,Wales,LL13,Wales,LL13,,United Kingdom,"Less than £15,000","£20,000 to £24,999",Undergraduate Degree: 3 years,Married,Homemaker,Full-time homemaker,None,None,1+ children under 18,Rented House,2,,"Boy under age 1, Girl age 2","Cooking, Cleaning, Laundry, Finances, Healthcare, Childcare",Dog(s),,,,I frequently ask others to analyse data for me,,,,,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,,,"less than 1,000MB (=1GB) in size",,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,I would like to have,,,
97350,46,Female,North West,,,,,,,"£35,000 to £39,999",Post Graduate: MA,,,Employed full-time,Healthcare,Analyst,,,3,,Boy age 2,,,,,,,,I frequently analyse data for myself or others,,,,,,,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,,,,,,"less than 1,000MB (=1GB) in size",,,,,,,I would like to have,,,,,,,,I don't want this,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,,,I don't want this,,,,,,I don't want this,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I need and use infrequently,,,,
15432,49,Male,North West,,,,,,,"£25,000 to £29,999",Below O Level or GCSE,Domestic partnership/living with someone,,Employed full-time,Non Profit/Social services,None,No children/Not pregnant,,,,None,,Dog(s),,,I frequently read graphs and tables of numbers,,,,,Understanding a table of numbers,,,,Using pivot tables to analyse a dataset,,,,,,,less than 100MB in size,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,I would like to have,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,I would like to have,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,,I would like to have,,,
93259,45,Male,East Midlands,,,,,,,"Less than £15,000",Below O Level or GCSE,"Single, never married",,Employed full-time,Healthcare,None,No children/Not pregnant,,,,,,,,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,less than 10MB in size,,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,I don't want this,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,,I would like to have,,,
97354,61,Female,Scotland,,,,,,,,O Levels or GCSEs,,,Temporarily unemployed,None,None,1+ children over 18,,,,None,,Cat(s),I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
97356,45,Male,London,,,,,,,,,,,Employed full-time,,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",,,,,,,,,,,,I occasionally analyse data for myself or others,,,Understanding a table of numbers,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,Using pivot tables to analyse a dataset,,,,,,,,"less than 1,000MB (=1GB) in size",,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,,,I don't want this,,,,I would like to have,,,,I need and use frequently,,,,,,,I need and use frequently,,,,,
