,Anon. ID,Q1,Q2_total,Q2s_1,Q2s_2,Q2s_3,Q2s_4,Q2s_5,Q2s_6,Q2s_7,Q2s_8,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
541,91480,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,2
542,50524,2,3,0,0,3,0,0,0,0,0,3,3,3,5,3,3,0,2,0,5,0,3,1
543,25949,6,34,1,0,3,4,5,6,7,8,4,5,3,5,5,5,5,2,0,2,2,1,5
544,25951,2,14,0,2,3,4,5,0,0,0,4,5,3,3,5,2,3,5,2,3,5,3,3
545,46431,3,4,0,0,0,4,0,0,0,0,3,2,0,5,3,5,3,0,2,3,0,3,0
546,25953,6,3,0,0,3,0,0,0,0,0,1,0,3,5,3,3,5,5,3,3,3,3,3
547,46437,6,9,0,0,0,4,5,0,0,0,6,5,5,0,1,3,5,5,0,0,5,0,5
548,13671,2,5,1,0,0,4,0,0,0,0,1,5,3,5,3,0,5,5,3,3,0,3,3
549,1383,2,5,0,2,3,0,0,0,0,0,2,3,3,3,2,0,3,3,3,0,3,2,3
550,50537,0,3,0,0,3,0,0,0,0,0,4,2,0,3,0,0,0,5,5,2,3,3,3
551,1388,6,6,1,0,0,0,5,0,0,0,1,5,0,0,0,0,5,0,2,2,3,0,0
552,5485,5,21,1,2,3,4,5,6,0,0,3,5,0,0,5,0,5,5,0,0,5,0,0
553,50542,3,5,0,0,0,0,5,0,0,0,4,2,3,5,2,2,5,0,2,2,5,3,0
554,50551,2,2,0,2,0,0,0,0,0,0,5,3,0,2,0,2,2,0,2,1,3,0,2
555,13690,2,8,1,0,3,4,0,0,0,0,2,0,3,3,3,3,2,2,3,3,3,3,3
556,13697,2,2,0,2,0,0,0,0,0,0,1,1,0,3,0,0,3,3,0,0,0,0,0
557,9602,3,6,0,0,0,0,0,6,0,0,3,3,2,3,2,2,2,3,3,3,1,2,2
558,66954,2,8,1,0,3,4,0,0,0,0,1,5,0,3,2,3,0,5,5,3,1,2,0
559,17809,5,10,1,2,3,4,0,0,0,0,0,5,2,5,0,0,5,5,0,1,1,0,0
560,1427,3,4,0,0,0,4,0,0,0,0,4,2,5,5,5,5,5,5,5,5,5,5,5
561,50581,2,3,1,2,0,0,0,0,0,0,1,1,2,2,1,1,5,5,1,1,1,5,1
562,9622,6,28,1,2,3,4,5,6,7,0,4,5,5,5,5,0,5,5,0,2,2,3,0
563,5527,6,9,0,2,3,4,0,0,0,0,4,3,3,5,0,0,3,5,3,3,5,3,5
564,1433,2,10,1,2,3,4,0,0,0,0,0,2,3,3,2,2,0,0,3,2,0,3,2
565,91547,2,3,0,0,3,0,0,0,0,0,1,3,5,3,0,2,3,3,3,3,5,0,2
566,91548,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,2,0,0,2,2,2
567,1438,2,6,1,2,3,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,2
568,66976,2,10,1,2,3,4,0,0,0,0,5,5,5,5,0,0,5,5,0,0,3,5,3
569,9641,3,10,1,2,3,4,0,0,0,0,0,3,3,3,2,2,3,5,3,1,5,2,3
570,1450,2,1,1,0,0,0,0,0,0,0,3,5,5,5,5,5,5,5,5,5,5,5,5
571,58794,2,1,1,0,0,0,0,0,0,0,2,0,3,3,3,3,0,0,3,0,0,0,0
572,66986,3,16,1,2,3,4,0,6,0,0,5,5,5,0,5,0,5,5,0,0,5,1,2
573,21932,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
574,87470,7,11,1,0,3,0,0,0,7,0,0,0,1,0,1,1,0,1,1,1,1,1,1
575,66996,3,15,1,2,3,4,5,0,0,0,4,0,5,5,3,2,5,5,5,2,5,5,5
576,26037,3,4,1,0,3,0,0,0,0,0,1,5,0,5,2,0,0,5,2,3,0,2,2
577,17851,2,2,0,2,0,0,0,0,0,0,2,0,5,3,2,1,5,3,1,0,0,5,1
578,5564,5,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,2,3,0,0
579,26046,3,4,0,0,0,4,0,0,0,0,2,3,3,0,0,0,3,0,3,3,0,3,0
580,91584,2,7,1,2,0,4,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3,2,2
581,9667,2,11,0,0,0,4,0,0,7,0,4,0,3,0,0,3,0,3,0,0,3,3,3
582,26052,3,6,1,0,0,0,5,0,0,0,5,3,0,0,2,3,2,0,0,0,3,3,0
583,95685,3,2,0,2,0,0,0,0,0,0,2,0,0,2,2,2,3,3,3,3,3,3,3
584,83396,2,1,1,0,0,0,0,0,0,0,1,2,3,2,3,3,3,2,1,3,3,1,3
585,34252,3,10,1,2,3,4,0,0,0,0,3,0,3,3,2,0,5,5,0,0,0,2,3
586,83407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,42451,6,6,1,2,3,0,0,0,0,0,3,5,0,5,2,2,2,0,2,1,1,1,3
588,50643,3,10,1,2,3,4,0,0,0,0,1,5,2,5,3,2,5,0,1,2,3,2,3
589,9684,6,4,1,0,3,0,0,0,0,0,4,0,3,3,3,3,3,3,3,3,3,3,3
590,26068,5,2,0,2,0,0,0,0,0,0,3,5,2,0,2,2,5,5,0,5,0,0,2
591,5590,5,3,1,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,2,0,0,2
592,95705,6,7,1,2,0,4,0,0,0,0,3,5,5,5,0,1,3,5,1,5,5,3,5
593,83416,6,1,1,0,0,0,0,0,0,0,2,5,0,5,2,2,0,0,2,2,3,3,0
594,21980,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
595,5598,2,10,1,2,3,4,0,0,0,0,0,3,3,0,1,1,3,3,3,2,2,2,1
596,87518,2,3,1,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2
597,26082,2,3,0,0,3,0,0,0,0,0,2,0,0,5,0,5,0,3,5,1,2,3,5
598,1506,3,3,0,0,3,0,0,0,0,0,3,5,0,0,5,0,0,3,0,2,3,3,0
599,9704,2,9,1,0,3,0,5,0,0,0,5,3,5,1,0,3,0,3,2,3,5,1,3
600,95721,2,0,0,0,0,0,0,0,0,0,0,3,2,3,0,2,3,5,3,2,2,2,3
601,5612,4,3,1,2,0,0,0,0,0,0,4,5,5,0,5,0,0,5,5,0,5,5,2
602,9709,2,5,0,0,0,0,5,0,0,0,2,3,0,0,2,0,0,3,2,3,0,3,3
603,26093,6,21,1,2,3,4,5,6,0,0,3,2,5,5,0,0,0,5,2,0,5,2,5
604,26094,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,26095,4,5,0,0,0,0,5,0,0,0,2,2,2,3,3,2,3,3,2,3,3,5,0
606,95726,1,4,0,0,0,4,0,0,0,0,2,5,2,5,5,3,2,5,2,2,5,2,2
607,9712,6,2,0,2,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
608,83441,1,4,0,0,0,4,0,0,0,0,0,2,1,2,2,0,2,2,0,0,1,0,3
609,26096,3,26,0,2,3,0,0,6,7,8,4,3,3,5,5,3,3,3,3,3,3,5,3
610,9713,3,5,0,0,0,0,5,0,0,0,3,3,0,0,0,0,3,3,0,3,0,2,2
611,26099,3,18,1,0,3,0,0,6,0,8,4,3,5,3,3,3,3,3,5,3,3,3,3
612,13812,6,21,1,2,3,4,5,6,0,0,2,5,0,5,5,3,5,5,3,0,0,3,0
613,46587,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0
614,1535,5,21,1,2,3,4,5,6,0,0,2,5,0,5,5,0,3,2,2,2,3,3,2
615,5634,5,8,0,0,0,0,0,0,0,8,5,3,3,0,2,2,3,2,3,3,3,3,3
616,17923,3,4,0,0,0,4,0,0,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5
617,5636,3,15,1,2,3,4,5,0,0,0,4,5,0,0,2,2,5,5,2,0,0,0,0
618,13829,5,4,1,0,3,0,0,0,0,0,3,5,3,5,0,0,5,3,2,3,3,3,0
619,13831,3,7,1,2,0,4,0,0,0,0,1,5,2,0,0,0,5,5,0,2,0,3,3
620,1543,1,3,1,2,0,0,0,0,0,0,2,1,2,2,3,3,0,1,1,1,1,1,1
621,13833,2,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,0,5
622,9743,6,4,1,0,3,0,0,0,0,0,4,0,0,0,5,5,3,3,0,0,5,5,5
623,9745,2,7,1,2,0,4,0,0,0,0,1,2,3,3,3,3,3,3,2,2,3,3,3
624,13843,2,0,0,0,0,0,0,0,0,0,0,5,2,5,0,0,0,3,3,3,1,3,3
625,91669,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
626,26134,3,15,1,0,3,0,5,6,0,0,6,0,0,0,0,3,0,0,0,0,0,3,0
627,58904,2,3,0,0,3,0,0,0,0,0,2,5,3,0,0,2,5,5,3,5,0,0,5
628,42521,1,0,0,0,0,0,0,0,0,0,0,2,2,3,1,2,3,3,3,3,2,1,2
629,5658,5,8,1,0,3,4,0,0,0,0,5,5,0,5,5,5,5,5,0,5,5,5,5
630,46619,5,2,0,2,0,0,0,0,0,0,3,2,2,0,2,1,0,0,1,1,0,1,2
631,5662,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,0,3,3,3,3
632,30241,5,8,1,0,3,4,0,0,0,0,3,5,0,0,3,3,5,5,0,5,0,0,5
633,1574,2,3,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
634,9767,3,8,1,0,3,4,0,0,0,0,6,5,5,5,3,0,0,5,0,2,3,0,5
635,1576,6,21,1,2,3,4,5,6,0,0,3,5,3,0,5,0,0,5,0,1,0,0,0
636,83499,6,4,0,0,0,4,0,0,0,0,4,5,3,0,1,0,5,3,0,0,5,0,5
637,9770,3,3,0,0,3,0,0,0,0,0,5,5,2,0,2,0,5,5,3,5,5,5,5
638,5674,3,6,0,0,0,0,0,6,0,0,2,3,0,0,3,0,5,0,0,0,0,3,0
639,67117,0,2,0,2,0,0,0,0,0,0,3,3,2,2,1,2,0,0,2,2,3,2,2
640,17967,3,8,1,0,3,4,0,0,0,0,4,2,3,2,0,0,5,2,0,2,2,2,5
641,5681,6,18,1,0,0,4,0,6,7,0,3,3,3,3,3,3,3,3,3,3,3,3,3
642,9777,3,22,1,2,3,4,5,0,7,0,2,5,5,1,2,2,0,5,3,3,2,3,3
643,13874,1,15,1,0,0,0,0,6,0,8,4,3,0,2,3,0,2,2,1,1,2,5,2
644,91698,3,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,5,5,5,2,3,0,3
645,54839,5,30,1,2,3,4,5,0,7,8,2,5,5,0,5,5,5,5,3,0,0,3,5
646,83513,2,10,1,2,3,4,0,0,0,0,2,0,0,0,0,0,0,0,3,5,5,5,0
647,22074,2,4,0,0,0,4,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
648,50751,6,16,1,2,3,4,0,6,0,0,4,3,3,2,3,2,3,3,3,1,3,3,3
649,26178,3,21,1,2,3,4,5,6,0,0,1,5,5,0,5,0,5,5,0,3,0,0,0
650,22084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,26180,1,4,0,0,0,4,0,0,0,0,1,5,0,0,0,0,5,0,0,3,0,0,3
652,91720,6,21,1,2,3,4,5,6,0,0,5,5,0,2,0,2,5,5,1,1,0,0,5
653,83530,6,7,0,0,3,4,0,0,0,0,3,5,0,5,0,0,5,5,5,5,5,0,0
654,13900,5,36,1,2,3,4,5,6,7,8,4,5,5,5,5,5,5,5,5,5,5,5,5
655,13902,2,2,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,3,2,3,3,2,3
656,5711,5,12,1,2,3,0,0,6,0,0,3,3,2,3,0,0,5,0,0,2,2,3,0
657,79441,2,12,1,0,0,4,0,0,7,0,2,3,3,0,3,1,3,3,3,2,3,3,3
658,54864,6,10,1,2,3,4,0,0,0,0,3,3,2,5,3,2,3,5,3,3,3,2,3
659,13907,6,8,1,2,0,0,5,0,0,0,2,0,3,5,5,2,5,0,3,2,2,1,3
660,67157,2,10,1,2,3,4,0,0,0,0,2,2,1,5,0,0,5,0,0,3,0,1,0
661,58965,2,17,1,2,3,4,0,0,7,0,1,3,3,0,3,3,3,5,0,2,2,2,0
662,26198,3,2,0,2,0,0,0,0,0,0,5,2,2,3,2,2,2,2,2,2,2,3,1
663,91734,4,9,0,0,0,4,5,0,0,0,6,2,3,2,3,3,2,3,3,3,0,2,3
664,83549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
665,13916,6,36,1,2,3,4,5,6,7,8,1,5,3,5,5,0,0,5,2,2,5,5,3
666,50780,2,2,0,2,0,0,0,0,0,0,3,3,3,2,3,3,2,3,2,3,3,1,3
667,63071,2,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,2,0,2,2,2,1
668,67166,6,6,0,0,0,0,0,6,0,0,6,5,5,5,0,0,5,5,0,5,5,5,5
669,1632,3,7,0,0,0,0,0,0,7,0,7,5,5,3,3,5,0,5,3,5,5,0,5
670,87653,3,36,1,2,3,4,5,6,7,8,3,5,2,5,0,0,5,5,3,5,0,5,3
671,26213,5,26,1,0,3,4,5,6,7,0,3,5,3,0,0,2,5,5,3,2,5,3,3
672,26215,7,3,0,0,3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
673,5735,3,7,0,0,0,0,0,0,7,0,5,3,3,3,3,3,3,3,3,3,2,3,3
674,5736,3,21,1,2,3,4,5,6,0,0,5,5,2,0,5,2,5,5,0,0,2,3,3
675,26217,3,1,1,0,0,0,0,0,0,0,2,0,2,0,5,0,5,5,0,2,5,2,2
676,9834,5,36,1,2,3,4,5,6,7,8,3,5,5,5,5,5,5,5,5,5,5,5,5
677,13930,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
678,13932,5,6,1,2,3,0,0,0,0,0,4,5,5,0,3,3,5,5,5,0,0,0,0
679,26224,5,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
680,83569,3,3,0,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,2,2,2,1,2
681,50803,7,8,0,0,3,0,5,0,0,0,3,5,0,5,0,0,5,0,0,2,0,1,5
682,13939,2,5,0,0,0,0,5,0,0,0,2,2,3,2,0,3,3,0,0,3,3,0,3
683,13942,3,7,0,0,0,0,0,0,7,0,2,3,3,3,0,0,2,0,0,5,2,5,5
684,9846,6,10,1,2,3,4,0,0,0,0,3,0,0,2,3,2,5,5,2,1,2,1,3
685,5752,3,25,1,2,3,4,0,0,7,8,2,0,0,5,0,5,0,5,5,5,5,5,5
686,91768,1,1,1,0,0,0,0,0,0,0,0,5,0,2,0,1,3,3,2,1,2,1,2
687,95864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
688,9852,1,5,0,0,0,0,5,0,0,0,4,3,3,3,3,3,3,3,3,3,3,3,3
689,59004,3,7,0,0,0,0,0,0,7,0,5,0,3,2,0,2,5,5,2,1,5,1,0
690,26237,3,10,1,2,3,4,0,0,0,0,1,5,0,3,0,0,3,5,0,3,0,3,3
691,26238,5,10,1,2,3,4,0,0,0,0,4,5,5,5,0,0,5,5,5,5,5,5,5
692,9856,2,4,1,0,3,0,0,0,0,0,1,5,3,0,0,3,0,5,2,2,2,3,0
693,30337,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0
694,13954,6,15,1,2,3,4,5,0,0,0,1,5,0,0,0,0,0,5,0,0,0,0,0
695,13955,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,13956,6,16,1,2,3,4,0,6,0,0,3,5,3,5,5,2,5,5,3,5,5,5,5
697,34436,6,36,1,2,3,4,5,6,7,8,6,5,5,5,5,5,5,5,5,5,5,5,5
698,18053,2,9,0,0,0,4,5,0,0,0,5,0,3,3,3,2,0,3,2,0,2,0,2
699,13959,2,2,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,3,3
700,26250,5,13,1,0,0,0,5,0,7,0,2,3,2,0,2,0,0,3,2,5,0,3,0
701,83594,2,4,0,0,0,4,0,0,0,0,4,5,2,0,2,2,0,0,0,3,5,5,5
702,18062,2,2,0,2,0,0,0,0,0,0,0,2,3,3,0,0,3,5,0,2,3,3,2
703,5776,2,0,0,0,0,0,0,0,0,0,2,3,3,2,3,0,2,2,3,3,3,3,2
704,18066,5,3,0,0,3,0,0,0,0,0,4,2,0,3,2,0,5,5,3,1,5,0,3
705,26263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,22168,1,1,1,0,0,0,0,0,0,0,1,5,0,5,0,2,5,5,0,1,1,5,2
707,5784,4,3,0,0,3,0,0,0,0,0,1,3,3,3,3,3,3,0,3,0,3,0,3
708,13977,6,16,0,2,3,4,0,0,7,0,4,5,3,0,2,3,5,5,0,0,5,5,3
709,9882,3,10,1,2,3,4,0,0,0,0,2,5,3,3,2,2,3,5,0,2,5,2,3
710,13980,2,10,0,0,0,4,0,6,0,0,2,0,3,0,5,3,5,5,0,2,3,0,0
711,5789,3,25,1,0,3,0,0,6,7,8,3,5,2,5,0,0,5,0,2,3,5,0,0
712,13982,4,5,1,0,0,4,0,0,0,0,4,3,3,0,0,3,3,0,3,3,1,3,3
713,26272,5,6,0,0,0,0,0,6,0,0,2,2,3,0,0,2,5,5,3,2,0,3,0
714,95910,2,6,0,0,0,0,0,6,0,0,2,2,2,1,3,2,3,1,2,2,3,0,2
715,38572,2,12,1,0,3,0,0,0,0,8,4,5,2,5,2,2,0,5,2,1,2,1,0
716,26284,5,9,0,2,3,4,0,0,0,0,4,0,2,5,2,2,0,5,0,2,3,2,3
717,9901,2,10,1,2,3,4,0,0,0,0,3,3,3,3,0,0,3,5,2,3,0,2,3
718,5807,1,36,1,2,3,4,5,6,7,8,4,0,0,3,0,2,2,3,0,3,2,0,0
719,5810,6,27,0,2,3,4,5,6,7,0,6,0,5,5,5,5,5,3,5,5,5,5,5
720,14002,3,16,1,0,0,0,0,0,7,8,6,0,5,5,5,5,5,5,5,5,5,5,5
721,42674,2,1,1,0,0,0,0,0,0,0,0,3,1,0,2,1,5,3,1,3,5,2,3
722,54963,3,4,0,0,0,4,0,0,0,0,1,5,2,2,0,0,2,2,2,2,1,1,1
723,30388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,14006,5,6,0,2,0,4,0,0,0,0,2,5,3,0,5,0,3,5,5,3,2,2,0
725,1718,5,10,1,2,3,4,0,0,0,0,3,5,2,0,0,2,3,0,0,2,2,2,0
726,5820,6,4,1,0,3,0,0,0,0,0,3,0,0,0,3,3,3,3,0,2,3,3,3
727,1726,6,21,1,2,3,4,5,6,0,0,3,5,3,5,0,0,3,5,0,0,3,3,0
728,14015,3,15,1,2,3,4,5,0,0,0,1,5,2,0,0,2,5,0,3,3,0,3,3
729,26305,3,1,1,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3
730,26307,2,7,0,0,3,4,0,0,0,0,2,2,2,3,2,2,3,0,3,3,3,3,3
731,59075,7,21,1,2,3,4,5,6,0,0,3,5,0,5,5,5,5,5,5,0,5,5,5
732,26309,6,10,1,2,3,4,0,0,0,0,2,2,5,5,2,5,5,5,0,0,0,0,0
733,14024,3,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
734,14025,5,10,1,2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,3
735,26313,6,10,1,2,3,4,0,0,0,0,1,5,2,5,2,2,5,5,2,3,5,5,5
736,1740,6,18,1,2,3,4,0,0,0,8,2,5,5,5,3,3,5,5,3,3,3,3,3
737,5837,3,6,1,2,3,0,0,0,0,0,1,5,0,0,2,0,5,5,0,2,2,2,2
738,9933,1,10,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
739,26319,3,4,1,0,3,0,0,0,0,0,4,0,0,3,3,3,3,0,3,3,3,3,3
740,30422,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,9942,5,13,0,2,0,0,5,6,0,0,5,2,0,2,2,2,3,2,2,0,1,5,3
742,14038,1,5,1,0,0,4,0,0,0,0,0,2,2,3,0,0,2,3,0,2,0,2,2
743,18135,3,16,1,2,3,4,0,6,0,0,2,5,3,5,5,3,0,5,2,3,5,0,5
744,1751,2,2,0,2,0,0,0,0,0,0,3,3,0,1,3,0,3,0,2,3,0,3,0
745,46807,7,36,1,2,3,4,5,6,7,8,7,5,0,5,0,0,5,5,2,1,5,1,5
746,26329,2,7,0,0,3,4,0,0,0,0,1,0,0,3,1,3,3,2,3,2,2,3,0
747,9945,2,14,0,0,0,0,0,6,0,8,3,0,0,3,3,3,0,0,3,3,5,3,3
748,83672,2,7,0,0,0,0,0,0,7,0,3,3,3,0,3,0,3,3,0,3,0,0,0
749,26331,0,3,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,3,0,0
750,67292,1,25,1,2,3,4,0,0,7,8,7,2,2,2,2,2,2,2,2,2,2,2,2
751,1758,5,10,1,2,3,4,0,0,0,0,3,2,3,0,5,2,5,5,0,2,1,2,0
752,59102,5,3,0,0,3,0,0,0,0,0,6,3,3,3,3,3,3,2,3,3,3,3,3
753,5855,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
754,1760,5,4,0,0,0,4,0,0,0,0,1,5,0,5,0,0,5,5,0,0,0,0,0
755,95968,7,4,0,0,0,4,0,0,0,0,2,0,0,2,0,2,0,2,0,2,0,3,3
756,1761,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
757,26339,5,4,0,0,0,4,0,0,0,0,2,5,3,2,1,1,0,5,2,3,2,1,1
758,26340,3,4,0,0,0,4,0,0,0,0,1,2,2,2,2,2,2,3,2,2,2,2,2
759,63209,5,3,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
760,22253,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,5873,6,27,1,2,3,0,0,6,7,8,5,0,0,5,3,5,3,5,3,5,3,5,3
762,14066,3,15,1,2,3,4,5,0,0,0,4,5,2,5,5,3,5,5,3,3,5,3,5
763,26355,3,21,1,2,3,4,5,6,0,0,1,5,0,0,5,0,5,0,0,0,5,0,0
764,18165,2,10,1,2,3,4,0,0,0,0,2,5,0,0,0,0,2,5,0,5,5,0,3
765,14070,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,3,0,1,2
766,26361,6,10,1,2,3,4,0,0,0,0,3,3,2,3,2,2,3,3,2,2,3,3,3
767,14074,2,10,1,2,3,4,0,0,0,0,1,5,1,1,1,0,2,0,0,1,1,5,1
768,1787,5,3,0,0,3,0,0,0,0,0,0,3,0,3,2,5,5,5,0,0,3,0,0
769,91900,5,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,3,1,0,3,3,3,3
770,22270,6,21,1,2,3,4,5,6,0,0,3,5,0,5,5,0,5,5,0,0,0,0,0
771,18174,1,36,1,2,3,4,5,6,7,8,5,5,0,3,0,2,0,0,3,3,3,3,3
772,9983,2,13,1,2,0,4,0,6,0,0,2,0,3,5,0,3,5,5,1,3,0,0,5
773,18176,2,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,3,3,3,2,3,0,1
774,55040,3,36,1,2,3,4,5,6,7,8,2,5,2,5,5,0,0,5,0,3,5,0,0
775,55043,3,7,0,0,3,4,0,0,0,0,2,0,0,5,0,3,5,0,0,5,0,5,0
776,5892,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,1797,1,0,0,0,0,0,0,0,0,0,0,2,1,5,3,2,2,0,0,3,5,3,3
778,42758,6,29,1,2,3,4,5,6,0,8,2,5,5,5,0,0,5,5,2,3,3,0,5
779,18183,5,3,0,0,3,0,0,0,0,0,3,3,3,2,3,3,3,1,0,2,0,3,0
780,30476,2,3,0,0,3,0,0,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5
781,91918,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
782,26391,2,2,0,2,0,0,0,0,0,0,0,2,2,2,2,0,2,2,0,0,2,2,2
783,10007,3,5,0,0,0,0,5,0,0,0,4,0,2,0,3,3,3,0,3,3,3,3,3
784,5912,6,28,1,2,3,4,5,6,7,0,7,0,0,5,5,0,5,5,5,1,5,5,5
785,5913,3,2,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0
786,26394,6,10,1,2,3,4,0,0,0,0,2,0,1,5,1,1,5,5,2,1,0,0,0
787,14107,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,1,0,0,2
788,5915,1,5,0,0,0,0,5,0,0,0,6,5,5,5,5,0,0,3,5,0,5,0,3
789,22300,2,3,1,2,0,0,0,0,0,0,0,5,1,1,1,1,0,5,2,2,0,1,0
790,5918,3,5,1,0,0,4,0,0,0,0,3,5,0,0,0,0,0,5,0,5,5,5,5
791,10014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
792,5919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3
793,14112,2,28,1,2,0,4,0,6,7,8,2,0,3,5,0,0,5,5,5,5,5,5,5
794,5921,5,10,1,0,3,0,0,6,0,0,6,2,2,5,2,2,5,5,0,1,3,5,0
795,22309,2,1,1,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5
796,30502,5,1,1,0,0,0,0,0,0,0,1,2,1,3,0,3,3,3,3,3,3,3,3
797,22310,2,11,1,2,3,0,5,0,0,0,0,3,3,0,0,0,3,3,2,0,3,1,0
798,26406,2,1,1,0,0,0,0,0,0,0,3,0,2,2,2,3,5,0,5,0,5,5,5
799,46888,3,5,0,2,3,0,0,0,0,0,5,5,0,0,3,3,5,5,0,0,3,0,0
800,79656,3,2,0,2,0,0,0,0,0,0,3,0,3,3,2,2,0,5,0,3,3,3,2
801,42793,6,15,1,2,3,4,5,0,0,0,0,5,0,0,2,0,5,5,0,2,2,0,0
802,26410,2,1,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3
803,26414,2,10,1,2,3,4,0,0,0,0,1,3,1,0,2,0,3,0,1,1,2,1,3
804,30512,2,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,2,2,2,2,2
805,26416,2,5,1,0,0,4,0,0,0,0,0,0,0,0,5,1,2,0,2,2,2,2,2
806,22321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,14130,7,5,1,0,0,4,0,0,0,0,0,2,1,0,1,1,1,1,1,1,1,1,1
808,26420,3,7,1,2,0,4,0,0,0,0,3,0,3,0,2,5,1,5,2,3,3,0,2
809,34613,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,2,0,0,0,0,3
810,22329,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,1,1,0,1
811,5946,2,3,0,0,3,0,0,0,0,0,5,3,3,3,0,3,3,3,3,3,3,3,3
812,1851,3,36,1,2,3,4,5,6,7,8,2,5,0,0,5,3,5,5,0,3,5,5,5
